[1000268201_693b08cb0e.jpg#0]	ピンクのドレスの子供は、入り口で階段のセットを登っています。
[514222303_cb98584536.jpg#3]	ロープの橋の上を歩いている帽子、縞模様のシャツ、赤いショーツの少女。
[514222303_cb98584536.jpg#4]	若い女の子は外側のロープのはしごにバランスをとる。
[514431934_9cf78f05a9.jpg#0]	救急車はバンダナと女の子を着て男を追い抜いている。
[514431934_9cf78f05a9.jpg#1]	救急車が路上を駆け抜ける。
[514431934_9cf78f05a9.jpg#2]	2人の人が見ると、赤い救急車が通りを駆け抜けます。
[514431934_9cf78f05a9.jpg#3]	シアトルの2人が通りの救急車を探していました。
[514431934_9cf78f05a9.jpg#4]	2人は救急車の前に立つ。
[514905846_b54d13946a.jpg#0]	シャツとネクタイの男の子が階段から飛び降りる。
[514905846_b54d13946a.jpg#1]	ネクタイを着た子供はステップを飛ばす。
[514905846_b54d13946a.jpg#2]	ドレス服の若い男の子とネクタイは空中に飛び跳ねています。
[514905846_b54d13946a.jpg#3]	白いドレスシャツ、黒いスラックス、ネクタイとスニーカーの男の子は、黄色い花の近くの階段から飛び降りる。
[514905846_b54d13946a.jpg#4]	素敵なズボン、ベルト、そしてネクタイの若い男の子がステップから飛び降りています
[514990193_2d2422af2c.jpg#0]	女性は、住宅街の芝生の庭に縞模様のソファを横にしています。
[514990193_2d2422af2c.jpg#1]	女性は庭のソファーに横たえます。
[514990193_2d2422af2c.jpg#2]	女性は草の上に座っている古いソファーに横たわっています。
[514990193_2d2422af2c.jpg#3]	女の子は郊外の芝生の上でソファーにポーズをとります。
[514990193_2d2422af2c.jpg#4]	そこには、青少年とジーンズの少女と明るい茶色の髪の上に座っているソファがあります。
[515335111_c4afd5b903.jpg#0]	男と犬は水上のカヌーにいます。
[515335111_c4afd5b903.jpg#1]	男は犬を連れてカヌーを漕ぐ。
[515335111_c4afd5b903.jpg#2]	大きな犬とカヤックの男
[515335111_c4afd5b903.jpg#3]	ボートに犬がいる緑の水に乗っているカヌーを漕ぐ男。
[515335111_c4afd5b903.jpg#4]	男はカヌーの木製のパドルを犬と一緒に持っています。
[515702827_be3c6ce857.jpg#0]	ピンクのサーフボードのピンクの帽子を着た子供。
[515702827_be3c6ce857.jpg#1]	ピンクの女の子と黒の男が水を通ってパドル。
[515702827_be3c6ce857.jpg#2]	黒いシャツの男が、ピンクのサーフボードの女の子の隣で泳ぎます。
[515702827_be3c6ce857.jpg#3]	ピンクのボディボードの女の子の横で泳ぐ男。
[515702827_be3c6ce857.jpg#4]	2人の子供が水をはね、1人がピンクの水泳帽をかけています。
[515755283_8f890b3207.jpg#0]	彼のオートバイの横にある2人の陸軍将校とポーズをとっている警官。
[515755283_8f890b3207.jpg#1]	警官と警察の二人のオートバイがいます。
[515755283_8f890b3207.jpg#2]	警察のオートバイの隣に3人の警官。
[515755283_8f890b3207.jpg#3]	警察官3人がオートバイを持っています。
[515755283_8f890b3207.jpg#4]	赤いベビートの二人の男性がオートバイの警官と一緒に姿を現す。
[515797344_4ae75cb9b1.jpg#0]	黄色のバスと2台のフェデックスの乗り物を背景に街頭を歩いている男性。
[515797344_4ae75cb9b1.jpg#1]	忙しい街で通りを横切る男たち
[515797344_4ae75cb9b1.jpg#2]	3人の男が道路を横切って、トラックがバックグラウンドにあります。
[515797344_4ae75cb9b1.jpg#3]	3人の男が黄色のトラックの前で通りを横断します。
[515797344_4ae75cb9b1.jpg#4]	黄色のバスと2台のフェデックストラックの前にある街の通りを歩いている3人の男性。
[516214924_c2a4364cb3.jpg#0]	オレンジ色のボールに茶色の犬が噛みます。
[516214924_c2a4364cb3.jpg#1]	犬は大きなオレンジ色のボールをかむ。
[516214924_c2a4364cb3.jpg#2]	犬は口にオレンジ色のボールを持っています。
[516214924_c2a4364cb3.jpg#3]	ボールで遊んでいる犬。
[516214924_c2a4364cb3.jpg#4]	茶色の犬は、口の中にオレンジ色のボールを持っています。
[516394876_8b9b8021bc.jpg#0]	キャンディーを買う赤いシャツの男
[516394876_8b9b8021bc.jpg#1]	キャンディーのディスプレイを見て自家製の嵐のトルーパーヘルメットを着ている人。
[516394876_8b9b8021bc.jpg#2]	大きなスペースヘルメットを着た若者が市場のキャンディーを見ています。
[516394876_8b9b8021bc.jpg#3]	キャンディーの店に嵐の兵士の頭のギアを持つ男。
[516394876_8b9b8021bc.jpg#4]	キャンデーのカラフルなディスプレイの前に立っている人。
[516648762_0cff84ea97.jpg#0]	彼女がショックを受けている間、女の子の指にバグが座っています。
[516648762_0cff84ea97.jpg#1]	学校の制服の女の子が彼女の指の虫で叫びます。
[516648762_0cff84ea97.jpg#2]	女の子は彼女の指の虫を見て怖がっている。
[516648762_0cff84ea97.jpg#3]	若い女の子は彼女の指で昆虫を見ると顔をする。
[516648762_0cff84ea97.jpg#4]	眼鏡をかけられた少女は、右の指の指にバグがあります。
[516725192_c9cdd63878.jpg#0]	灰色の日に漁師がビーチに立っています。
[516725192_c9cdd63878.jpg#1]	海から歩いて釣り竿とタックルボックスを持っている男。
[516725192_c9cdd63878.jpg#2]	黄色い帽子の男が釣り竿を持っているビーチにいる。
[516725192_c9cdd63878.jpg#3]	ビーチに立つ釣り竿を持つ男。
[516725192_c9cdd63878.jpg#4]	片方の釣り竿ともう片方のタックルボックスを持って、完全に服を着た海に人が立っている。
[516761840_842dabc908.jpg#0]	公園で笑っているスカートの女の子2人。
[516761840_842dabc908.jpg#1]	2人の女の子が遊ぶ。
[516761840_842dabc908.jpg#2]	2人の女の子が彼らの後ろにいる人々と花を弄ぶ。
[516761840_842dabc908.jpg#3]	花の庭の前でtgeのカメラに向かって走っている2人の若い女の子と、花の庭を見ている4人の大人。
[516761840_842dabc908.jpg#4]	スカートを着た2人の若い女の子が庭で遊んでいます。
[516998046_1175674fcd.jpg#0]	黒い犬が水を飛び散る。
[516998046_1175674fcd.jpg#1]	茶色と黄褐色の犬が浅い水を流れています。
[516998046_1175674fcd.jpg#2]	犬はビーチの横の海で走っています。
[516998046_1175674fcd.jpg#3]	水を流れている犬。
[516998046_1175674fcd.jpg#4]	犬は水の上を走っている。
[517094985_4b9e926936.jpg#0]	子供は犬を歩いている女性の隣の川沿いの道に沿って一輪車に乗っています。
[517094985_4b9e926936.jpg#1]	一輪車の女性と少年。
[517094985_4b9e926936.jpg#2]	女性は片手で犬と、片手では一輪車に乗っている子供の手との鎖を保持しています。
[517094985_4b9e926936.jpg#3]	一輪車の赤いヘルメットの中に子供の手を持っている女性。
[517094985_4b9e926936.jpg#4]	犬を歩いている女性は、一輪車の上に子供の手を持っています。
[517102724_a0f3069156.jpg#0]	滝の前に黒い犬。
[517102724_a0f3069156.jpg#1]	黒い犬が滝の前に立っています。
[517102724_a0f3069156.jpg#2]	黒い犬が滝のそばで遊ぶ。
[517102724_a0f3069156.jpg#3]	黒い犬が川を抜けている。
[517102724_a0f3069156.jpg#4]	大きな黒い犬が水中を歩いています。
[518144037_9a1754b2a6.jpg#0]	長い紫色のモホークを持つブロンドの少年がヴァイオリンを弾いています。
[518144037_9a1754b2a6.jpg#1]	青いモホークの男の子がバイオリンを演奏する。
[518144037_9a1754b2a6.jpg#2]	紫色のかわいいモホークの男の子がバイオリンを演奏する。
[518144037_9a1754b2a6.jpg#3]	青いモホークの子供がヴァイオリンを弾いています
[518144037_9a1754b2a6.jpg#4]	バイオリンを演奏する紫色のモホークを持つ少年。
[518251319_40e031e818.jpg#0]	ひげのある男は、段ボールのサインを持っているショッピングカートに立っています。
[518251319_40e031e818.jpg#1]	ショッピングカート付きのサインを持っている男。
[518251319_40e031e818.jpg#2]	ボール紙に書かれたサインを持っているホームレスの男
[518251319_40e031e818.jpg#3]	男はお金を求めるサインを持っています。
[518251319_40e031e818.jpg#4]	ユーモラスなサインを使ってお金を求めているホームレスの男。
[518610439_b64ab21c02.jpg#0]	ビーチで逆手をするブロンドの女の子
[518610439_b64ab21c02.jpg#1]	子供はビーチの端に逆立ちをする。
[518610439_b64ab21c02.jpg#2]	ジーンズの女の子は海の海岸に逆立ちをします。
[518610439_b64ab21c02.jpg#3]	女性はビーチで逆立ちをする。
[518610439_b64ab21c02.jpg#4]	ジーンズを着ている女性は、ビーチで逆立ちをしています。
[518789868_8895ef8792.jpg#0]	黒いシャツの少年は、木製の天井の梁を持つ構造の中にあります。
[518789868_8895ef8792.jpg#1]	ステージの近くの暗い劇場で少年が演奏しています。
[518789868_8895ef8792.jpg#2]	大きな湾曲したアーチ道の近くの黒いシャツの男性。
[518789868_8895ef8792.jpg#3]	背景に2人の他の人がいる空のホールの若い男の子。
[518789868_8895ef8792.jpg#4]	黒いシャツを着た若い男が見下ろす。
[519059913_4906fe4050.jpg#0]	バックをしている少年がスイミングプールに転がっている。
[519059913_4906fe4050.jpg#1]	頭を下げてプールに落ちた少年
[519059913_4906fe4050.jpg#2]	赤と青を身に着けている少年は、頭をプールに飛び跳ねながらトランクを泳ぐ。
[519059913_4906fe4050.jpg#3]	スイムトランクの茶色の髪の少年は、スイミングプールの向こう側にひっくり返されます。
[519059913_4906fe4050.jpg#4]	プールに逆さまにジャンプする若い少年。
[519061891_320061864e.jpg#0]	小さな子供が児童プールの水の中を飛び回っています。
[519061891_320061864e.jpg#1]	青いシャツの小さな男の子が、外の赤ちゃんのプールに水を注いでいます。
[519061891_320061864e.jpg#2]	青いシャツを着た小さい男の子が児童プールで遊ぶ。
[519061891_320061864e.jpg#3]	小さいプールで水を払う若い少年
[519061891_320061864e.jpg#4]	若い子供が緑色と黄色のワイディングプールで飛び散る
[519167484_ee03e2a91e.jpg#0]	ピンクのドレスの女の子がフラフープで遊んでいます。
[519167484_ee03e2a91e.jpg#1]	ピンクのドレスを着た女の子は、彼女の首の周りにフラフープを振ります。
[519167484_ee03e2a91e.jpg#2]	ピックアップドレスの小さな女の子は、彼女の首を外側にしてフラーフープをします。
[519167484_ee03e2a91e.jpg#3]	フラフープでお金を払うブロンドの女の子。
[519167484_ee03e2a91e.jpg#4]	彼女の首の周りにスイングブルーストライプフラフープとピンクのドレスでブロンドの髪の女の子。
[519228867_2fd25e38d4.jpg#0]	児童プールにいる間、女の子が座って笑う。
[519228867_2fd25e38d4.jpg#1]	水で満たされた金属製の桶の少女。
[519228867_2fd25e38d4.jpg#2]	小さな女の子が水で満たされた金属製の桶に座っています。
[519228867_2fd25e38d4.jpg#3]	水の入った小さな女の子。
[519228867_2fd25e38d4.jpg#4]	水着を着た笑顔の若い女の子が水槽に浸っています。
[519754987_51861fea85.jpg#0]	スキニーの女の子は、バックグラウンドで多くの人とバイクで乗る。
[519754987_51861fea85.jpg#1]	緑のTシャツの細い若い女性が灰色の車で回ります。
[519754987_51861fea85.jpg#2]	歩道に乗って車と人のグループを過ぎて自転車に乗っている女性。
[519754987_51861fea85.jpg#3]	人々の群衆を過ぎて通りの下をバイクに乗っている若い女性。
[519754987_51861fea85.jpg#4]	忙しい街のすべてのilksの人々。
[520491467_54cbc0a866.jpg#0]	小さな男の子と女の子が黄色の建物の前でトランポリンに飛びついています。
[520491467_54cbc0a866.jpg#1]	トランポリンの上の空中の2人の子供、少年と少女。
[520491467_54cbc0a866.jpg#2]	2人の子供がトランポリンに乗っています。
[520491467_54cbc0a866.jpg#3]	2人の子供がトランポリンに乗っています。
[520491467_54cbc0a866.jpg#4]	2人の子供たちが短いトランポリンに乗っています。
[521186251_e97d1f50f8.jpg#0]	4人の子供がチューブに横たわっていた。
[521186251_e97d1f50f8.jpg#1]	荒れ水に浮かぶ筏の上の女の子たち。
[521186251_e97d1f50f8.jpg#2]	4人の子供たちが水上で筏で乗っています。
[521186251_e97d1f50f8.jpg#3]	子供たちは水の中でボートに乗る。
[521186251_e97d1f50f8.jpg#4]	3人の女の子と1人の男の子が、水路を抜けて筏に乗っている。
[521658170_a837af87e9.jpg#0]	3人の犬が腕を振ってジャンプしている間、男は棒を持っています。
[521658170_a837af87e9.jpg#1]	草地の中の男が、3頭の茶色の犬の群のために棒を投げる。
